BFS,Gemeinde,Wappen,Anbieter 1,Anbieter 2,total,netznutzung,energie,abgaben_gemeinwesen,foerderabgabgen,total2,netznutzung2,energie2,abgaben_gemeinwesen2,foerderabgabgen2,angezeigter_wert
4045,Wettingen,http://i.imgur.com/bZt880G.png,Energie Wettingen AG,,18.63,8.617357,6.8614407,0.85,2.3,,,,,,18.63
4046,Wohlenschwil,http://i.imgur.com/o0QVJBn.png,Elektrizitätswerk Wohlenschwil,,18.71,7.900429,7.5196905,0.99,2.3,,,,,,18.71
4047,Würenlingen,http://i.imgur.com/MCG8Kel.png,Elektrizitätswerk Würenlingen,,18.36,7.188524,8.469262,0.4,2.3,,,,,,18.36
4048,Würenlos,http://i.imgur.com/BeciNc5.png,Technische Betriebe Würenlos,,18.25,8.48,6.7718573,0.7,2.3,,,,,,18.25
4049,Ehrendingen,http://i.imgur.com/fiW4ip1.png,Genossenschaft Elektra Ehrendingen,,19.36,8.410547,8.227667,0.42,2.3,,,,,,19.36
4061,Arni,http://i.imgur.com/C3WOB3q.png,Elektra-Genossenschaft Arni-Islisberg,,15.09,6.6924524,6.1,,2.3,,,,,,15.09
4062,Berikon,http://i.imgur.com/3Xs5j19.png,Elektrizitäts - Versorgung Berikon,,14.54,4.8640475,7.1422977,0.24,2.3,,,,,,14.54
4063,Bremgarten,http://i.imgur.com/BG0afll.png,AEW Energie AG,Elektra Hermetschwil-Staffeln,19.14,8.530548,7.806655,0.5,2.3,17.76,8.527357,6.9292617,,2.3,18.450000000000003
4064,Büttikon,http://i.imgur.com/ogYGHIu.png,Elektrizitäts-Versorgung Büttikon,,14.38,7.1142335,4.974233,,2.3,,,,,,14.38
4065,Dottikon,http://i.imgur.com/0mUHtpT.png,AEW Energie AG,Gemeindewerke Villmergen,19.14,8.530548,7.806655,0.5,2.3,19.4,9.19875,6.998274,0.9,2.3,19.27
4066,Eggenwil,http://i.imgur.com/yYenINV.png,Elektra Eggenwil,,17.43,7.248095,6.9840474,0.9,2.3,,,,,,17.43
4067,Fischbach-Göslikon,http://i.imgur.com/mWTvWia.png,Elektra-Genossenschaft Fischbach-Göslikon,,15.86,6.3260713,6.9840474,0.25,2.3,,,,,,15.86
4068,Hägglingen,http://i.imgur.com/yrhxWfN.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4071,Jonen,http://i.imgur.com/ECk8cce.png,Elektrizitätsgenossenschaft Jonen,,17.93,7.46,8.17,,2.3,,,,,,17.93
4072,Niederwil,http://i.imgur.com/W6rKm9n.png,Elektrizitätswerk Niederwil,,15.02,5.42,6.5,0.8,2.3,,,,,,15.02
4073,Oberlunkhofen,http://i.imgur.com/KcFNdhq.png,Elektra Oberlunkhofen,,15.11,6.5126,6.3,,2.3,,,,,,15.11
4074,Oberwil-Lieli,http://i.imgur.com/WgLIb5X.png,Elektra Oberwil-Lieli,,15.02,6.5180717,5.4,0.8,2.3,,,,,,15.02
4075,Rudolfstetten-Friedlisberg,http://i.imgur.com/0ovp26K.png,Elektra Rudolfstetten-Friedlisberg AG,,18.04,7.7117143,7.380857,0.65,2.3,,,,,,18.04
4076,Sarmenstorf,http://i.imgur.com/sZSmep6.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4077,Tägerig,http://i.imgur.com/zvpZnBf.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4078,Uezwil,http://i.imgur.com/guL4ZZO.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4079,Unterlunkhofen,http://i.imgur.com/0P2K5gE.png,Elektra Unterlunkhofen,,16.85,5.48,8.473075,0.6,2.3,,,,,,16.85
4080,Villmergen,http://i.imgur.com/A2GyHF4.png,Gemeindewerke Villmergen,,19.4,9.19875,6.998274,0.9,2.3,,,,,,19.4
4081,Widen,http://i.imgur.com/vcitIcK.png,Elektra Widen Betriebs AG,,18.01,7.904321,7.1614404,0.65,2.3,,,,,,18.01
4082,Wohlen,http://i.imgur.com/toO1BXR.png,IB Wohlen AG,,19.85,9.94,7.5,0.11,2.3,,,,,,19.85
4083,Zufikon,http://i.imgur.com/LxfskzN.png,Elektra Zufikon,,15.74,6.363988,6.626488,0.45,2.3,,,,,,15.74
4084,Islisberg,http://i.imgur.com/xKYZkne.png,Elektra-Genossenschaft Arni-Islisberg,,15.09,6.6924524,6.1,,2.3,,,,,,15.09
4091,Auenstein,http://i.imgur.com/uT769MY.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4092,Birr,http://i.imgur.com/8lubMLf.png,IBB Strom AG,,19.24,8.37969,8.035916,0.52,2.3,,,,,,19.24
4093,Birrhard,http://i.imgur.com/vJnLuxW.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4094,Bözen,http://i.imgur.com/4vqxy3h.png,AEW Energie AG,Elektrizitätsversorgung Bözen,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4095,Brugg,http://i.imgur.com/V9u6Gti.png,IBB Strom AG,,19.24,8.37969,8.035916,0.52,2.3,,,,,,19.24
4096,Effingen,http://i.imgur.com/ZN8SrR2.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
4097,Elfingen,http://i.imgur.com/Zf9aMeU.png,Elektrizitäts - Versorgung Elfingen,IBB Strom AG,,,,,,19.24,8.37969,8.035916,0.52,2.3,19.24
4099,Habsburg,http://i.imgur.com/gdx3lLc.png,IBB Strom AG,,19.24,8.37969,8.035916,0.52,2.3,,,,,,19.24
4100,Hausen,http://i.imgur.com/xX4VwmR.png,IBB Strom AG,,19.24,8.37969,8.035916,0.52,2.3,,,,,,19.24
4104,Lupfig,http://i.imgur.com/GsvlHnm.png,IBB Strom AG,,19.24,8.37969,8.035916,0.52,2.3,,,,,,19.24
4105,Mandach,http://i.imgur.com/9A7gzrY.png,Elektra Mettauertal und Umgebung,,19.09,9.68,6.9,0.21,2.3,,,,,,19.09
4106,Mönthal,http://i.imgur.com/Yxxsjjp.png,AEW Energie AG,,19.14,8.530548,7.806655,0.5,2.3,,,,,,19.14
